"name","gender","country","sport","birth_date","height","weight","age"
"RIBERA Maria Jose","Female","Bolivia","Swimming",1996-10-28,0,0,27
"NUNEZ del PRADO Esteban","Male","Bolivia","Swimming",2004-06-02,0,0,20
"GRAND'PIERRE Alexandre","Male","Haiti","Swimming",2003-01-22,0,0,21
"TENZIN Sangay","Male","Bhutan","Swimming",2003-09-07,0,0,20
"KURNIAWAN Joe","Male","Indonesia","Swimming",2001-08-02,0,0,22
"van der WESTHUIZEN Paige","Female","Zimbabwe","Swimming",2003-04-23,0,0,21
"SELO Lina Alemayehu","Female","Ethiopia","Swimming",2000-10-08,0,0,23
"CYPRIANOS Denilson","Male","Zimbabwe","Swimming",2002-10-07,0,0,21
"MUSSIN Adilbek","Male","Kazakhstan","Swimming",1999-10-04,0,0,24
"IGNATOVA Xeniya","Female","Kazakhstan","Swimming",2005-08-02,0,0,18
"SSENGONZI Jesse Ssuubi","Male","Uganda","Swimming",2002-08-27,0,0,21
"MUZITO Gloria Anna","Female","Uganda","Swimming",2002-11-29,0,0,21
"WEITZEIL Abbey","Female","United States","Swimming",1996-12-03,0,0,27
"ALEXY Jack","Male","United States","Swimming",2003-01-19,0,0,21
"ARMSTRONG Hunter","Male","United States","Swimming",2001-01-24,0,0,23
"BACON Phoebe","Female","United States","Swimming",2002-08-12,0,0,21
"BERKOFF Katharine","Female","United States","Swimming",2001-01-28,0,0,23
"CONNOLLY Erika","Female","United States","Swimming",1998-08-27,0,0,25
"CASAS Shaine","Male","United States","Swimming",1999-12-25,0,0,24
"CURRY Brooks","Male","United States","Swimming",2001-01-20,0,0,23
"DOUGLASS Kate","Female","United States","Swimming",2001-11-17,0,0,22
"DRESSEL Caeleb","Male","United States","Swimming",1996-08-16,0,0,27
"FALLON Matt","Male","United States","Swimming",2002-10-03,0,0,21
"FINK Nic","Male","United States","Swimming",1993-07-03,0,0,31
"FINKE Bobby","Male","United States","Swimming",1999-11-06,0,0,24
"FOSTER Carson","Male","United States","Swimming",2001-10-26,0,0,22
"GEMMELL Erin","Female","United States","Swimming",2004-12-02,0,0,19
"GUILIANO Chris","Male","United States","Swimming",2003-06-25,0,0,21
"HEILMAN Thomas","Male","United States","Swimming",2007-02-07,0,0,17
"HELD Ryan","Male","United States","Swimming",1995-06-27,0,0,29
"HOBSON Luke","Male","United States","Swimming",2003-06-25,0,0,21
"HUSKE Torri","Female","United States","Swimming",2002-12-07,0,0,21
"JOHNSTON David","Male","United States","Swimming",2001-10-28,0,0,22
"JONES Keaton","Male","United States","Swimming",2004-10-13,0,0,19
"KALISZ Chase","Male","United States","Swimming",1994-03-07,0,0,30
"KIBLER Drew","Male","United States","Swimming",2000-03-09,0,0,24
"KING Lilly","Female","United States","Swimming",1997-02-10,0,0,27
"KING Matt","Male","United States","Swimming",2002-02-19,0,0,22
"LEDECKY Katie","Female","United States","Swimming",1997-03-17,0,0,27
"MADDEN Paige","Female","United States","Swimming",1998-10-22,0,0,25
"MANUEL Simone","Female","United States","Swimming",1996-08-02,0,0,27
"MATHENY Josh","Male","United States","Swimming",2002-10-16,0,0,21
"MURPHY Ryan","Male","United States","Swimming",1995-07-02,0,0,29
"PEPLOWSKI Anna","Female","United States","Swimming",2002-09-25,0,0,21
"PIERONI Blake","Male","United States","Swimming",1995-11-15,0,0,28
"SHACKELL Aaron","Male","United States","Swimming",2004-09-08,0,0,19
"SHACKELL Alex","Female","United States","Swimming",2006-11-13,0,0,17
"SMITH Kieran","Male","United States","Swimming",2000-05-20,0,0,24
"SMITH Regan","Female","United States","Swimming",2002-02-09,0,0,22
"SWANSON Charlie","Male","United States","Swimming",1998-02-20,0,0,26
"URLANDO Luca","Male","United States","Swimming",2002-03-16,0,0,22
"WALSH Alex","Female","United States","Swimming",2001-07-31,0,0,22
"WALSH Gretchen","Female","United States","Swimming",2003-01-29,0,0,21
"WEBER Emma","Female","United States","Swimming",2004-01-13,0,0,20
"WEINSTEIN Claire","Female","United States","Swimming",2007-03-01,0,0,17
"WEYANT Emma","Female","United States","Swimming",2001-12-24,0,0,22
"WHITLOCK Luke","Male","United States","Swimming",2006-03-08,0,0,18
"FARRO Chloe","Female","Aruba","Swimming",2003-06-19,0,0,21
"TARERE Josh","Male","Papua New Guinea","Swimming",2000-01-31,0,0,24
"VELE Georgia-Leigh","Female","Papua New Guinea","Swimming",1998-12-11,0,0,25
"PUDAR Lana","Female","Bosnia & Herzegovina","Swimming",2006-01-19,0,0,18
"MAIER Nicole","Female","Germany","Swimming",2000-04-09,0,0,24
"LEKIC Jovan","Male","Bosnia & Herzegovina","Swimming",2003-09-29,0,0,20
"RACH Christina","Female","Eritrea","Swimming",2007-09-25,0,0,16
"OWUSU Aaron Ghebre","Male","Eritrea","Swimming",2006-10-13,0,0,17
"DEANS Caitlin","Female","New Zealand","Swimming",1999-12-05,0,0,24
"OUWEHAND Vanessa Hazel","Female","New Zealand","Swimming",1999-12-30,0,0,24
"TOREPE-ORMSBY Taiko","Male","New Zealand","Swimming",2003-08-16,0,0,20
"FOLLOWS Kane","Male","New Zealand","Swimming",1997-05-27,0,0,27
"TRANSOM Laticia-Leigh","Female","New Zealand","Swimming",2001-04-10,0,0,23
"THOMAS Eve","Female","New Zealand","Swimming",2001-02-09,0,0,23
"CLAREBURT Lewis","Male","New Zealand","Swimming",1999-07-04,0,0,25
"GRAY Cameron","Male","New Zealand","Swimming",2003-08-13,0,0,20
"FAIRWEATHER Erika","Female","New Zealand","Swimming",2003-12-31,0,0,20
"GATT Sasha","Female","Malta","Swimming",2005-06-22,0,0,19
"GASPARD Florine","Female","Belgium","Swimming",2001-12-28,0,0,22
"JIMENEZ Elizabeth","Female","Dominican Republic","Swimming",2006-02-09,0,0,18
"NUNEZ Javier","Male","Dominican Republic","Swimming",2007-04-04,0,0,17
"de BEVER McKenna","Female","Peru","Swimming",1996-06-05,0,0,28
"VARGAS Joaquin","Male","Peru","Swimming",2002-02-19,0,0,22
"UHI Alan Koti Lopeti","Male","Tonga","Swimming",2005-10-16,0,0,18
"DAY Noelani Malia","Female","Tonga","Swimming",2003-04-24,0,0,21
"ZHANG Yufei","Female","China","Swimming",1998-04-19,0,0,26
"SUN Jiajun","Male","China","Swimming",2000-08-01,0,0,23
"QIN Haiyang","Male","China","Swimming",1999-05-17,0,0,25
"XU Jiayu","Male","China","Swimming",1995-08-19,0,0,28
"WANG Haoyu","Male","China","Swimming",2005-07-27,0,0,18
"CHEN Juner","Male","China","Swimming",2004-02-17,0,0,20
"NIU Guangsheng","Male","China","Swimming",2004-06-09,0,0,20
"DONG Zhihao","Male","China","Swimming",2005-03-31,0,0,19
"JI Xinjie","Male","China","Swimming",1997-10-27,0,0,26
"ZHANG Zhanshuo","Male","China","Swimming",2007-05-14,0,0,17
"PAN Zhanle","Male","China","Swimming",2004-08-04,0,0,19
"WANG Changhao","Male","China","Swimming",2002-08-01,0,0,21
"FEI Liwei","Male","China","Swimming",2003-03-12,0,0,21
"WANG Xueer","Female","China","Swimming",1998-01-15,0,0,26
"YANG Junxuan","Female","China","Swimming",2002-01-26,0,0,22
"GAO Weizhong","Female","China","Swimming",2008-03-18,0,0,16
"YU Yiting","Female","China","Swimming",2005-09-05,0,0,18
"PENG Xuwei","Female","China","Swimming",2003-01-15,0,0,21
"LI Bingjie","Female","China","Swimming",2002-03-03,0,0,22
"GE Chutong","Female","China","Swimming",2003-09-23,0,0,20
"WANG Shun","Male","China","Swimming",1994-02-11,0,0,30
"TANG Qianting","Female","China","Swimming",2004-03-14,0,0,20
"YANG Chang","Female","China","Swimming",2001-09-16,0,0,22
"WAN Letian","Female","China","Swimming",2004-08-12,0,0,19
"WU Qingfeng","Female","China","Swimming",2003-01-28,0,0,21
"CHEN Luying","Female","China","Swimming",2006-11-11,0,0,17
"YE Shiwen","Female","China","Swimming",1996-03-01,0,0,28
"KONG Yaqi","Female","China","Swimming",2008-01-24,0,0,16
"LIU Yaxin","Female","China","Swimming",1999-06-16,0,0,25
"TANG Muhan","Female","China","Swimming",2003-09-04,0,0,20
"CHENG Yujie","Female","China","Swimming",2005-09-22,0,0,18
"CONNOR Abbey Lee","Female","Australia","Swimming",2005-04-21,0,0,19
"PERKINS Alexandria","Female","Australia","Swimming",2000-07-27,0,0,23
"TITMUS Ariarne","Female","Australia","Swimming",2000-09-07,0,0,23
"ARMBRUSTER Ben","Male","Australia","Swimming",2002-05-10,0,0,22
"WOODWARD Bradley","Male","Australia","Swimming",1998-07-05,0,0,26
"SMITH Brendon","Male","Australia","Swimming",2000-07-04,0,0,24
"THROSSELL Brianna","Female","Australia","Swimming",1996-02-10,0,0,28
"CAMPBELL Bronte","Female","Australia","Swimming",1994-05-14,0,0,30
"McEVOY Cameron","Male","Australia","Swimming",1994-05-13,0,0,30
"WINNINGTON Elijah","Male","Australia","Swimming",2000-05-05,0,0,24
"DEKKERS Elizabeth","Female","Australia","Swimming",2004-05-06,0,0,20
"RAMSAY Ella","Female","Australia","Swimming",2004-07-12,0,0,20
"McKEON Emma","Female","Australia","Swimming",1994-05-24,0,0,30
"SOUTHAM Flynn","Male","Australia","Swimming",2005-06-05,0,0,19
"ANDERSON Iona","Female","Australia","Swimming",2005-10-03,0,0,18
"COOPER Isaac","Male","Australia","Swimming",2004-01-07,0,0,20
"STUBBLETY-COOK Zac","Male","Australia","Swimming",1999-01-04,0,0,25
"CARTWRIGHT Jack","Male","Australia","Swimming",1998-09-22,0,0,25
"BARCLAY Jaclyn","Female","Australia","Swimming",2006-12-27,0,0,17
"PERKINS Jamie","Female","Australia","Swimming",2005-01-19,0,0,19
"FORRESTER Jenna","Female","Australia","Swimming",2003-06-14,0,0,21
"STRAUCH Jenna","Female","Australia","Swimming",1997-03-24,0,0,27
"YONG Joshua","Male","Australia","Swimming",2001-07-24,0,0,23
"TAYLOR Kai","Male","Australia","Swimming",2003-08-18,0,0,20
"McKEOWN Kaylee","Female","Australia","Swimming",2001-07-12,0,0,23
"CHALMERS Kyle","Male","Australia","Swimming",1998-06-25,0,0,26
"PALLISTER Lani","Female","Australia","Swimming",2002-06-06,0,0,22
"TEMPLE Matthew","Male","Australia","Swimming",1999-06-20,0,0,25
"GIULIANI Maximillian","Male","Australia","Swimming",2003-07-03,0,0,21
"HARRIS Meg","Female","Australia","Swimming",2002-03-07,0,0,22
"O'CALLAGHAN Mollie","Female","Australia","Swimming",2004-04-02,0,0,20
"WUNSCH Olivia","Female","Australia","Swimming",2006-05-31,0,0,18
"SHORT Samuel","Male","Australia","Swimming",2003-09-17,0,0,20
"WILLIAMSON Sam","Male","Australia","Swimming",1997-12-19,0,0,26
"LEE Se-Bom","Male","Australia","Swimming",2001-06-12,0,0,23
"JACK Shayna","Female","Australia","Swimming",1998-11-06,0,0,25
"NEILL Thomas","Male","Australia","Swimming",2002-06-09,0,0,22
"YANG William","Male","Australia","Swimming",1998-10-11,0,0,25
"PETRIC William Campbell","Male","Australia","Swimming",2004-08-03,0,0,19
"INCERTI Zac","Male","Australia","Swimming",1996-07-13,0,0,28
"MALUKA Ieva","Female","Latvia","Swimming",2003-04-09,0,0,21
"BOBROVS Daniils","Male","Latvia","Swimming",1997-10-08,0,0,26
"CASERTA Giovanni","Male","Italy","Swimming",2002-01-17,0,0,22
"CREVAR Anja","Female","Serbia","Swimming",2000-05-24,0,0,24
"ACIN Nikola","Male","Serbia","Swimming",1999-12-19,0,0,24
"BARNA Andrej","Male","Serbia","Swimming",1998-03-06,0,0,26
"CVETKOV Justin","Male","Serbia","Swimming",2007-06-12,0,0,17
"STJEPANOVIC Velimir","Male","Serbia","Swimming",1993-08-07,0,0,30
"SAM Olamide","Female","Sierra Leone","Swimming",1999-12-04,0,0,24
"LUKMINAS Tomas","Male","Lithuania","Swimming",2004-10-26,0,0,19
"MEILUTYTE Ruta","Female","Lithuania","Swimming",1997-03-19,0,0,27
"NAVIKONIS Tomas","Male","Lithuania","Swimming",2003-04-12,0,0,21
"REBELO Camila","Female","Portugal","Swimming",2003-02-03,0,0,21
"MATOS RIBEIRO Diogo","Male","Portugal","Swimming",2004-10-27,0,0,19
"NASCIMENTO Miguel","Male","Portugal","Swimming",1995-01-19,0,0,29
"RAPSYS Danas","Male","Lithuania","Swimming",1995-05-21,0,0,29
"SAVICKAS Aleksas","Male","Lithuania","Swimming",2003-01-13,0,0,21
"SIDLAUSKAS Andrius","Male","Lithuania","Swimming",1997-04-06,0,0,27
"COSTA Joao","Male","Portugal","Swimming",2001-08-06,0,0,22
"TETEREVKOVA Kotryna","Female","Lithuania","Swimming",2002-01-23,0,0,22
"NDONG OBAMA Higinio","Male","Equatorial Guinea","Swimming",1998-09-19,0,0,25
"NGUICHIE KAMSEU KAMOGNE G. Arm","Male","Cameroon","Swimming",2007-07-27,0,0,16
"SCHUTZMEIER Maria Victoria","Female","Nicaragua","Swimming",1999-10-29,0,0,24
"HERNANDEZ Gerald","Male","Nicaragua","Swimming",2004-10-27,0,0,19
"NGUELO'O MABEU Grace Manuela","Female","Cameroon","Swimming",2005-11-08,0,0,18
"NISBETT Troy","Male","St Kitts and Nevis","Swimming",2009-01-06,0,0,15
"DIZOTTI Beatriz","Female","Brazil","Swimming",2000-04-13,0,0,24
"RONCATTO Gabrielle","Female","Brazil","Swimming",1998-07-19,0,0,26
"AL BAWWAB Yazan","Male","Palestine","Swimming",1999-10-30,0,0,24
"TARAZI Valerie Rose","Female","Palestine","Swimming",1999-10-09,0,0,24
"GORDILLO Erick","Male","Guatemala","Swimming",1999-10-05,0,0,24
"MEJIA Lucero","Female","Guatemala","Swimming",2007-10-17,0,0,16
"VIEIRA Ana Carolina","Female","Brazil","Swimming",2001-10-24,0,0,22
"CORREIA Breno","Male","Brazil","Swimming",1999-02-19,0,0,25
"OLIVEIRA de MORAES Eduardo","Male","Brazil","Swimming",2001-07-02,0,0,23
"BASSETO Guilherme","Male","Brazil","Swimming",1997-03-12,0,0,27
"MEDEIROS Giovana","Female","Brazil","Swimming",2004-05-14,0,0,20
"SANTOS Gabriel","Male","Brazil","Swimming",1996-05-04,0,0,28
"SANTOS Guilherme","Male","Brazil","Swimming",2003-03-01,0,0,21
"MOTA Kayky","Male","Brazil","Swimming",1999-04-22,0,0,25
"CHIERIGHINI Marcelo","Male","Brazil","Swimming",1991-01-15,0,0,33
"COSTA Maria Fernanda","Female","Brazil","Swimming",2002-09-05,0,0,21
"HEITMANN Maria Paula","Female","Brazil","Swimming",1999-01-31,0,0,25
"SETIN SARTORI Murilo","Male","Brazil","Swimming",2002-05-18,0,0,22
"ALBIERO Nicolas","Male","Brazil","Swimming",1999-06-08,0,0,25
"BALDUCCINI Stephanie","Female","Brazil","Swimming",2004-09-20,0,0,19
"GKOLOMEEV Kristian","Male","Greece","Swimming",1993-07-04,0,0,31
"CHRISTOU Apostolos","Male","Greece","Swimming",1996-11-01,0,0,27
"NTOUNTOUNAKI Anna","Female","Greece","Swimming",1995-09-09,0,0,28
"VAZAIOS Andreas","Male","Greece","Swimming",1994-05-09,0,0,30
"DRAKOU Theodora","Female","Greece","Swimming",1992-02-06,0,0,32
"MAKRYGIANNIS Evangelos","Male","Greece","Swimming",2000-06-18,0,0,24
"SISKOS Apostolos","Male","Greece","Swimming",2005-06-24,0,0,19
"BILAS Stergios Marios","Male","Greece","Swimming",2001-11-21,0,0,22
"MARKOS Dimitrios","Male","Greece","Swimming",2001-09-13,0,0,22
"ENGLEZAKIS Konstantinos","Male","Greece","Swimming",2001-03-20,0,0,23
"STAMOU Konstantinos Emmanouil","Male","Greece","Swimming",2003-07-10,0,0,21
"MELADINIS Odyssefs","Male","Greece","Swimming",1990-04-05,0,0,34
"PAPASTAMOS Apostolos","Male","Greece","Swimming",2001-03-20,0,0,23
"DAMASIOTI Georgia","Female","Greece","Swimming",2003-07-02,0,0,21
"NTOUMAS Evangelos Efraim","Male","Greece","Swimming",2008-07-26,0,0,16
"BOLANOS Panagiotis","Male","Greece","Swimming",2000-12-28,0,0,23
"CABANES GARZAS Laura","Female","Spain","Swimming",2006-01-03,0,0,18
"CAMPABADAL AMEZCUA Ainhoa","Female","Spain","Swimming",2003-06-03,0,0,21
"CARRASCO CADENS Emma","Female","Spain","Swimming",2005-12-31,0,0,18
"CASTRO VALLE Cesar","Male","Spain","Swimming",1999-05-31,0,0,25
"COLL MARTI Carles","Male","Spain","Swimming",2001-10-15,0,0,22
"DAZA GARCIA Maria","Female","Spain","Swimming",2007-08-28,0,0,16
"de CELIS MONTALBAN Sergio","Male","Spain","Swimming",2000-01-18,0,0,24
"DOMINGUEZ Luis","Male","Spain","Swimming",2003-01-18,0,0,21
"GONZALEZ ALVAREZ Arbidel","Male","Spain","Swimming",2002-08-31,0,0,21
"GONZALEZ de OLIVEIRA Hugo","Male","Spain","Swimming",1999-02-19,0,0,25
"HERRERO LAZARO Alba","Female","Spain","Swimming",2002-08-20,0,0,21
"JULIA TOUS Ferran","Male","Spain","Swimming",2000-07-07,0,0,24
"JUSTE SANCHEZ Paula","Female","Spain","Swimming",2003-07-02,0,0,21
"MOLLA YANES Mario","Male","Spain","Swimming",2002-04-13,0,0,22
"VALL MONTERO Jessica","Female","Spain","Swimming",1988-11-22,0,0,35
"WEILER SASTRE Carmen","Female","Spain","Swimming",2004-10-25,0,0,19
"ZAMORANO SANZ Africa","Female","Spain","Swimming",1998-01-11,0,0,26
"MASEI Micah","Male","American Samoa","Swimming",1999-03-22,0,0,25
"PEATY Adam","Male","Great Britain","Swimming",1994-12-28,0,0,29
"ALSARRAJ Zaid Faisal M","Male","Saudi Arabia","Swimming",2007-11-20,0,0,16
"ALAYED Mashael Meshari A","Female","Saudi Arabia","Swimming",2006-12-18,0,0,17
"de LAPPARENT Antoine","Male","Cambodia","Swimming",2006-02-19,0,0,18
"ALMATROOSHI Yousuf","Male","UA Emirates","Swimming",2003-06-01,0,0,21
"CANNY Aimee","Female","South Africa","Swimming",2003-11-21,0,0,20
"SATES Matthew","Male","South Africa","Swimming",2003-07-28,0,0,20
"COETZE Pieter","Male","South Africa","Swimming",2004-05-13,0,0,20
"MEDER Rebecca","Female","South Africa","Swimming",2002-07-31,0,0,21
"GALLAGHER Erin","Female","South Africa","Swimming",1998-12-18,0,0,25
"le CLOS Chad","Male","South Africa","Swimming",1992-04-12,0,0,32
"SMITH Tatjana","Female","South Africa","Swimming",1997-07-09,0,0,27
"CORBETT Kaylene","Female","South Africa","Swimming",1999-06-15,0,0,25
"DIOP Oumy","Female","Senegal","Swimming",2003-08-29,0,0,20
"MURASA Tatsuya","Male","Japan","Swimming",2007-03-27,0,0,17
"TANIGUCHI Taku","Male","Japan","Swimming",2001-09-26,0,0,22
"HIRAI Mizuki","Female","Japan","Swimming",2007-03-07,0,0,17
"MATSUSHITA Tomoyuki","Male","Japan","Swimming",2005-08-01,0,0,18
"MATSUYAMA Riku","Male","Japan","Swimming",2001-09-29,0,0,22
"MATSUMOTO Shiho","Female","Japan","Swimming",2002-04-03,0,0,22
"YANAGIMOTO Konosuke","Male","Japan","Swimming",2003-11-24,0,0,20
"MICALLEF Kyle","Male","Malta","Swimming",2001-06-20,0,0,23
"STACEY Harry","Male","Ghana","Swimming",2000-03-21,0,0,24
"SYOUD Jaouad","Male","Algeria","Swimming",1999-09-17,0,0,24
"MENSAH Joselle","Female","Ghana","Swimming",2003-09-26,0,0,20
"MEDJAHED Nesrine","Female","Algeria","Swimming",1999-08-28,0,0,24
"GJURETANOVIKJ Nikola","Male","North Macedonia","Swimming",2007-11-07,0,0,16
"DIRKZWAGER Ariana Southa","Female","Lao PDR","Swimming",2004-02-26,0,0,20
"SANTOS SILVA Emily","Female","Panama","Swimming",2005-07-15,0,0,19
"CHRISTIANSON Bernhard Tyler","Male","Panama","Swimming",2001-12-09,0,0,22
"ROGERY Pedro","Male","Guinea-Bissau","Swimming",1998-11-28,0,0,25
"DAOU Magnim Jordano","Male","Togo","Swimming",2004-07-11,0,0,20
"STICKLAND Johann","Male","Samoa","Swimming",2003-03-04,0,0,21
"NDOMBE IMPELENGA Aristote","Male","DR Congo","Swimming",2001-09-30,0,0,22
"BROWN Kaiya","Female","Samoa","Swimming",2004-04-17,0,0,20
"GAITOU Adele Sodalo Agnes","Female","Togo","Swimming",2007-02-06,0,0,17
"AL-ZINKEE Hasan Ali Khaleel","Male","Iraq","Swimming",2004-02-14,0,0,20
"MAC NEIL Margaret","Female","Canada","Swimming",2000-02-26,0,0,24
"KHARUN Ilya","Male","Canada","Swimming",2005-02-07,0,0,19
"O'CROININ Emma","Female","Canada","Swimming",2003-05-22,0,0,21
"ACEVEDO Javier","Male","Canada","Swimming",1998-01-28,0,0,26
"KNOX Finlay","Male","Canada","Swimming",2001-01-08,0,0,23
"LIENDO Josh","Male","Canada","Swimming",2002-08-20,0,0,21
"ANGUS Sophie","Female","Canada","Swimming",1999-03-12,0,0,25
"RUCK Taylor","Female","Canada","Swimming",2000-05-28,0,0,24
"WOG Kelsey","Female","Canada","Swimming",1998-09-19,0,0,25
"HARVEY Mary-Sophie","Female","Canada","Swimming",1999-08-11,0,0,24
"BROUSSEAU Julie","Female","Canada","Swimming",2006-01-09,0,0,18
"JANSEN Ella","Female","Canada","Swimming",2005-09-01,0,0,18
"OLEKSIAK Penny","Female","Canada","Swimming",2000-06-13,0,0,24
"MASSE Kylie","Female","Canada","Swimming",1996-01-18,0,0,28
"PICKREM Sydney","Female","Canada","Swimming",1997-05-21,0,0,27
"SMITH Rebecca","Female","Canada","Swimming",2000-03-14,0,0,24
"WILM Ingrid","Female","Canada","Swimming",1998-06-08,0,0,26
"JANKOVICS Tristan","Male","Canada","Swimming",2004-05-10,0,0,20
"KISIL Yuri","Male","Canada","Swimming",1995-09-18,0,0,28
"McINTOSH Summer","Female","Canada","Swimming",2006-08-18,0,0,17
"WIGGINTON Lorne","Male","Canada","Swimming",2005-10-27,0,0,18
"AXON Alex","Male","Canada","Swimming",2003-06-01,0,0,21
"DOUTHWRIGHT Brooklyn","Female","Canada","Swimming",2003-05-20,0,0,21
"TIERNEY Blake","Male","Canada","Swimming",2002-01-10,0,0,22
"HESS Apollo","Male","Canada","Swimming",2002-07-15,0,0,22
"HUSSEY Patrick","Male","Canada","Swimming",2001-03-01,0,0,23
"BAGSHAW Jeremy","Male","Canada","Swimming",1992-04-21,0,0,32
"DELGADO Anicka","Female","Ecuador","Swimming",2002-06-13,0,0,22
"SHAH Alexander","Male","Nepal","Swimming",2002-10-29,0,0,21
"PERIBONIO AVILA Tomas","Male","Ecuador","Swimming",1996-01-16,0,0,28
"ABEYSINGHE Kyle","Male","Sri Lanka","Swimming",2000-02-04,0,0,24
"SENAVIRATHNE Ganga","Female","Sri Lanka","Swimming",2003-05-27,0,0,21
"ANTONIOU Nikolas","Male","Cyprus","Swimming",2004-01-20,0,0,20
"ANTONIOU Kalia","Female","Cyprus","Swimming",2000-04-06,0,0,24
"PURAHOO Ovesh","Male","Mauritius","Swimming",2001-08-13,0,0,22
"VALIZADA Ramil","Male","Azerbaijan","Swimming",2004-02-16,0,0,20
"van KOOTEN Janna","Female","Netherlands","Swimming",2004-08-14,0,0,19
"van NUNEN Sam","Female","Netherlands","Swimming",2001-03-15,0,0,23
"de JONG Imani","Female","Netherlands","Swimming",2002-05-28,0,0,22
"BUSCH Kim","Female","Netherlands","Swimming",1998-06-16,0,0,26
"STEENBERGEN Marrit","Female","Netherlands","Swimming",2000-01-11,0,0,24
"de WAARD Maaike","Female","Netherlands","Swimming",1996-10-11,0,0,27
